xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,diffLighting,lightL,lightA,lightB,darkL,darkA,darkB,lightAssoc,darkAssoc,diffRating
29,#2f6ef6,0,#f1a78a,47,25,75,23.657,26.274,50,28.891,-73.589,0.47171875,0.401171875,0.070546875
30,#2f6ef6,0,#67cf5c,51,25,75,-52.548,47.315,50,28.891,-73.589,0.33890625,0.401171875,-0.062265625
31,#2f6ef6,0,#8cf47e,52,38,88,-52.548,47.315,50,28.891,-73.589,0.37140625,0.401171875,-0.029765625
32,#2f6ef6,0,#a3c55b,54,25,75,-27.583,48.623,50,28.891,-73.589,0.471796875,0.401171875,0.070625
33,#2f6ef6,0,#c8e97d,55,38,88,-27.583,48.623,50,28.891,-73.589,0.575390625,0.401171875,0.17421875
34,#2f6ef6,0,#d0b85a,57,25,75,-2.6168,49.931,50,28.891,-73.589,0.7825,0.401171875,0.381328125
35,#2f6ef6,0,#f7db7c,58,38,88,-2.6168,49.931,50,28.891,-73.589,0.775859375,0.401171875,0.3746875
36,#2f6ef6,0,#f7a75a,60,25,75,22.349,51.24,50,28.891,-73.589,0.6590625,0.401171875,0.257890625
37,#2f6ef6,0,#3efe44,63,38,88,-78.822,70.972,50,28.891,-73.589,0.361328125,0.401171875,-0.03984375
38,#2f6ef6,0,#73cf10,64,25,75,-53.857,72.28,50,28.891,-73.589,0.378125,0.401171875,-0.023046875
39,#2f6ef6,0,#9af443,65,38,88,-53.857,72.28,50,28.891,-73.589,0.473359375,0.401171875,0.0721875
40,#2f6ef6,0,#aac510,66,25,75,-28.891,73.589,50,28.891,-73.589,0.606171875,0.401171875,0.205
41,#2f6ef6,0,#d0e942,67,38,88,-28.891,73.589,50,28.891,-73.589,0.839296875,0.401171875,0.438125
42,#2f6ef6,0,#d5b811,68,25,75,-3.9252,74.897,50,28.891,-73.589,0.902734375,0.401171875,0.5015625
43,#2f6ef6,0,#fcdb42,69,38,88,-3.9252,74.897,50,28.891,-73.589,0.9315625,0.401171875,0.530390625
44,#2f6ef6,0,#fba714,70,25,75,21.041,76.206,50,28.891,-73.589,0.83453125,0.401171875,0.433359375
45,#3518ad,1,#8558f4,2,25,50,53.857,-72.28,25,53.857,-72.28,0.190859375,0.2059375,-0.015078125
46,#3518ad,1,#b62ef2,3,25,50,78.822,-70.972,25,53.857,-72.28,0.191796875,0.2059375,-0.014140625
47,#3518ad,1,#077acc,4,25,50,2.6168,-49.931,25,53.857,-72.28,0.394296875,0.2059375,0.188359375
48,#3518ad,1,#746bca,6,25,50,27.583,-48.623,25,53.857,-72.28,0.18953125,0.2059375,-0.01640625
49,#3518ad,1,#a553c8,8,25,50,52.548,-47.315,25,53.857,-72.28,0.224453125,0.2059375,0.018515625
50,#3518ad,1,#cd26c7,9,25,50,77.514,-46.006,25,53.857,-72.28,0.238828125,0.2059375,0.032890625
51,#3518ad,1,#4dc7e8,10,50,75,-23.657,-26.274,25,53.857,-72.28,0.478828125,0.2059375,0.272890625
52,#3518ad,1,#5e78a1,12,25,50,1.3084,-24.966,25,53.857,-72.28,0.156328125,0.2059375,-0.049609375
53,#3518ad,1,#a0bae6,13,50,75,1.3084,-24.966,25,53.857,-72.28,0.343203125,0.2059375,0.137265625
54,#3518ad,1,#90689f,15,25,50,26.274,-23.657,25,53.857,-72.28,0.147421875,0.2059375,-0.058515625
55,#3518ad,1,#d5a9e4,16,50,75,26.274,-23.657,25,53.857,-72.28,0.27671875,0.2059375,0.07078125
56,#3518ad,1,#b8509e,18,25,50,51.24,-22.349,25,53.857,-72.28,0.232265625,0.2059375,0.026328125
57,#3518ad,1,#db1f9d,19,25,50,76.206,-21.041,25,53.857,-72.28,0.29609375,0.2059375,0.09015625
58,#3518ad,1,#39f6e0,20,63,88,-49.931,-2.6168,25,53.857,-72.28,0.3809375,0.2059375,0.175
59,#3518ad,1,#3b8378,21,25,50,-24.966,-1.3084,25,53.857,-72.28,0.187421875,0.2059375,-0.018515625
60,#3518ad,1,#7ec6ba,22,50,75,-24.966,-1.3084,25,53.857,-72.28,0.3478125,0.2059375,0.141875
61,#3518ad,1,#a2eade,23,63,88,-24.966,-1.3084,25,53.857,-72.28,0.392578125,0.2059375,0.186640625
62,#000000,24,#3518ad,1,25,25,53.857,-72.28,0,0,0,0.2059375,0.008828125,0.197109375
63,#3518ad,1,#777777,26,25,50,0,0,25,53.857,-72.28,0.052421875,0.2059375,-0.153515625
64,#3518ad,1,#b9b9b9,27,50,75,0,0,25,53.857,-72.28,0.28953125,0.2059375,0.08359375
65,#3518ad,1,#ffffff,28,75,100,0,0,25,53.857,-72.28,0.51125,0.2059375,0.3053125
66,#3518ad,1,#dddddd,29,63,88,0,0,25,53.857,-72.28,0.451015625,0.2059375,0.245078125
67,#3518ad,1,#a06776,31,25,50,24.966,1.3084,25,53.857,-72.28,0.21671875,0.2059375,0.01078125
68,#3518ad,1,#e6a8b7,32,50,75,24.966,1.3084,25,53.857,-72.28,0.39140625,0.2059375,0.18546875
69,#3518ad,1,#c34f74,33,25,50,49.931,2.6168,25,53.857,-72.28,0.324140625,0.2059375,0.118203125
70,#3518ad,1,#e31b73,34,25,50,74.897,3.9252,25,53.857,-72.28,0.297265625,0.2059375,0.091328125
71,#3518ad,1,#4bcf8e,35,50,75,-51.24,22.349,25,53.857,-72.28,0.28609375,0.2059375,0.08015625
72,#3518ad,1,#73f5b0,36,63,88,-51.24,22.349,25,53.857,-72.28,0.33765625,0.2059375,0.13171875
73,#3518ad,1,#55824d,38,25,50,-26.274,23.657,25,53.857,-72.28,0.17578125,0.2059375,-0.03015625
74,#3518ad,1,#96c58c,39,50,75,-26.274,23.657,25,53.857,-72.28,0.360625,0.2059375,0.1546875
75,#3518ad,1,#baeaaf,40,63,88,-26.274,23.657,25,53.857,-72.28,0.40765625,0.2059375,0.20171875
76,#3518ad,1,#83764c,42,25,50,-1.3084,24.966,25,53.857,-72.28,0.2609375,0.2059375,0.055
77,#3518ad,1,#c7b88b,43,50,75,-1.3084,24.966,25,53.857,-72.28,0.541875,0.2059375,0.3359375
78,#3518ad,1,#eddcad,44,63,88,-1.3084,24.966,25,53.857,-72.28,0.611328125,0.2059375,0.405390625
79,#3518ad,1,#a8664b,46,25,50,23.657,26.274,25,53.857,-72.28,0.3203125,0.2059375,0.114375
80,#3518ad,1,#f1a78a,47,50,75,23.657,26.274,25,53.857,-72.28,0.47171875,0.2059375,0.26578125
81,#3518ad,1,#c94e4b,48,25,50,48.623,27.583,25,53.857,-72.28,0.367578125,0.2059375,0.161640625
82,#3518ad,1,#e81a4b,49,25,50,73.589,28.891,25,53.857,-72.28,0.345,0.2059375,0.1390625
83,#3518ad,1,#0e8a19,50,25,50,-52.548,47.315,25,53.857,-72.28,0.2575,0.2059375,0.0515625
84,#3518ad,1,#67cf5c,51,50,75,-52.548,47.315,25,53.857,-72.28,0.33890625,0.2059375,0.13296875
85,#3518ad,1,#8cf47e,52,63,88,-52.548,47.315,25,53.857,-72.28,0.37140625,0.2059375,0.16546875
86,#3518ad,1,#608218,53,25,50,-27.583,48.623,25,53.857,-72.28,0.22375,0.2059375,0.0178125
87,#3518ad,1,#a3c55b,54,50,75,-27.583,48.623,25,53.857,-72.28,0.471796875,0.2059375,0.265859375
88,#3518ad,1,#c8e97d,55,63,88,-27.583,48.623,25,53.857,-72.28,0.575390625,0.2059375,0.369453125
89,#3518ad,1,#897618,56,25,50,-2.6168,49.931,25,53.857,-72.28,0.370546875,0.2059375,0.164609375
90,#3518ad,1,#d0b85a,57,50,75,-2.6168,49.931,25,53.857,-72.28,0.7825,0.2059375,0.5765625
91,#3518ad,1,#f7db7c,58,63,88,-2.6168,49.931,25,53.857,-72.28,0.775859375,0.2059375,0.569921875
92,#3518ad,1,#ac6619,59,25,50,22.349,51.24,25,53.857,-72.28,0.55390625,0.2059375,0.34796875
93,#3518ad,1,#f7a75a,60,50,75,22.349,51.24,25,53.857,-72.28,0.6590625,0.2059375,0.453125
94,#3518ad,1,#cc4f1b,61,25,50,47.315,52.548,25,53.857,-72.28,0.6009375,0.2059375,0.395
95,#3518ad,1,#ea1d1d,62,25,50,72.28,53.857,25,53.857,-72.28,0.394609375,0.2059375,0.188671875
96,#3518ad,1,#3efe44,63,63,88,-78.822,70.972,25,53.857,-72.28,0.361328125,0.2059375,0.155390625
97,#3518ad,1,#73cf10,64,50,75,-53.857,72.28,25,53.857,-72.28,0.378125,0.2059375,0.1721875
98,#3518ad,1,#9af443,65,63,88,-53.857,72.28,25,53.857,-72.28,0.473359375,0.2059375,0.267421875
99,#3518ad,1,#aac510,66,50,75,-28.891,73.589,25,53.857,-72.28,0.606171875,0.2059375,0.400234375
100,#3518ad,1,#d0e942,67,63,88,-28.891,73.589,25,53.857,-72.28,0.839296875,0.2059375,0.633359375
101,#3518ad,1,#d5b811,68,50,75,-3.9252,74.897,25,53.857,-72.28,0.902734375,0.2059375,0.696796875
102,#3518ad,1,#fcdb42,69,63,88,-3.9252,74.897,25,53.857,-72.28,0.9315625,0.2059375,0.725625
103,#3518ad,1,#fba714,70,50,75,21.041,76.206,25,53.857,-72.28,0.83453125,0.2059375,0.62859375
104,#2e3086,5,#8558f4,2,25,50,53.857,-72.28,25,27.583,-48.623,0.190859375,0.16125,0.029609375
105,#600b84,7,#8558f4,2,25,50,53.857,-72.28,25,52.548,-47.315,0.190859375,0.133515625,0.05734375
106,#8558f4,2,#4dc7e8,10,25,75,-23.657,-26.274,50,53.857,-72.28,0.478828125,0.190859375,0.28796875
107,#1c3d61,11,#8558f4,2,25,50,53.857,-72.28,25,1.3084,-24.966,0.190859375,0.14546875,0.045390625
108,#8558f4,2,#a0bae6,13,25,75,1.3084,-24.966,50,53.857,-72.28,0.343203125,0.190859375,0.15234375
109,#512d5f,14,#8558f4,2,25,50,53.857,-72.28,25,26.274,-23.657,0.190859375,0.092734375,0.098125
110,#8558f4,2,#d5a9e4,16,25,75,26.274,-23.657,50,53.857,-72.28,0.27671875,0.190859375,0.085859375
111,#72005e,17,#8558f4,2,25,50,53.857,-72.28,25,51.24,-22.349,0.190859375,0.1359375,0.054921875
112,#8558f4,2,#39f6e0,20,38,88,-49.931,-2.6168,50,53.857,-72.28,0.3809375,0.190859375,0.190078125
113,#8558f4,2,#7ec6ba,22,25,75,-24.966,-1.3084,50,53.857,-72.28,0.3478125,0.190859375,0.156953125
114,#8558f4,2,#a2eade,23,38,88,-24.966,-1.3084,50,53.857,-72.28,0.392578125,0.190859375,0.20171875
115,#000000,24,#8558f4,2,50,50,53.857,-72.28,0,0,0,0.190859375,0.008828125,0.18203125
116,#3b3b3b,25,#8558f4,2,25,50,53.857,-72.28,25,0,0,0.190859375,0.00640625,0.184453125
117,#8558f4,2,#b9b9b9,27,25,75,0,0,50,53.857,-72.28,0.28953125,0.190859375,0.098671875
118,#8558f4,2,#ffffff,28,50,100,0,0,50,53.857,-72.28,0.51125,0.190859375,0.320390625
119,#8558f4,2,#dddddd,29,38,88,0,0,50,53.857,-72.28,0.451015625,0.190859375,0.26015625
120,#5e2b3a,30,#8558f4,2,25,50,53.857,-72.28,25,24.966,1.3084,0.190859375,0.097578125,0.09328125
121,#8558f4,2,#e6a8b7,32,25,75,24.966,1.3084,50,53.857,-72.28,0.39140625,0.190859375,0.200546875
122,#8558f4,2,#4bcf8e,35,25,75,-51.24,22.349,50,53.857,-72.28,0.28609375,0.190859375,0.095234375
123,#8558f4,2,#73f5b0,36,38,88,-51.24,22.349,50,53.857,-72.28,0.33765625,0.190859375,0.146796875
124,#184415,37,#8558f4,2,25,50,53.857,-72.28,25,-26.274,23.657,0.190859375,0.124921875,0.0659375
125,#8558f4,2,#96c58c,39,25,75,-26.274,23.657,50,53.857,-72.28,0.360625,0.190859375,0.169765625
126,#8558f4,2,#baeaaf,40,38,88,-26.274,23.657,50,53.857,-72.28,0.40765625,0.190859375,0.216796875
127,#443b14,41,#8558f4,2,25,50,53.857,-72.28,25,-1.3084,24.966,0.190859375,0.062109375,0.12875
128,#8558f4,2,#c7b88b,43,25,75,-1.3084,24.966,50,53.857,-72.28,0.541875,0.190859375,0.351015625
129,#8558f4,2,#eddcad,44,38,88,-1.3084,24.966,50,53.857,-72.28,0.611328125,0.190859375,0.42046875
130,#632b14,45,#8558f4,2,25,50,53.857,-72.28,25,23.657,26.274,0.190859375,0.171953125,0.01890625
131,#8558f4,2,#f1a78a,47,25,75,23.657,26.274,50,53.857,-72.28,0.47171875,0.190859375,0.280859375
132,#8558f4,2,#67cf5c,51,25,75,-52.548,47.315,50,53.857,-72.28,0.33890625,0.190859375,0.148046875
133,#8558f4,2,#8cf47e,52,38,88,-52.548,47.315,50,53.857,-72.28,0.37140625,0.190859375,0.180546875
134,#8558f4,2,#a3c55b,54,25,75,-27.583,48.623,50,53.857,-72.28,0.471796875,0.190859375,0.2809375
135,#8558f4,2,#c8e97d,55,38,88,-27.583,48.623,50,53.857,-72.28,0.575390625,0.190859375,0.38453125
136,#8558f4,2,#d0b85a,57,25,75,-2.6168,49.931,50,53.857,-72.28,0.7825,0.190859375,0.591640625
137,#8558f4,2,#f7db7c,58,38,88,-2.6168,49.931,50,53.857,-72.28,0.775859375,0.190859375,0.585
138,#8558f4,2,#f7a75a,60,25,75,22.349,51.24,50,53.857,-72.28,0.6590625,0.190859375,0.468203125
139,#8558f4,2,#3efe44,63,38,88,-78.822,70.972,50,53.857,-72.28,0.361328125,0.190859375,0.17046875
140,#8558f4,2,#73cf10,64,25,75,-53.857,72.28,50,53.857,-72.28,0.378125,0.190859375,0.187265625
141,#8558f4,2,#9af443,65,38,88,-53.857,72.28,50,53.857,-72.28,0.473359375,0.190859375,0.2825
142,#8558f4,2,#aac510,66,25,75,-28.891,73.589,50,53.857,-72.28,0.606171875,0.190859375,0.4153125
143,#8558f4,2,#d0e942,67,38,88,-28.891,73.589,50,53.857,-72.28,0.839296875,0.190859375,0.6484375
144,#8558f4,2,#d5b811,68,25,75,-3.9252,74.897,50,53.857,-72.28,0.902734375,0.190859375,0.711875
145,#8558f4,2,#fcdb42,69,38,88,-3.9252,74.897,50,53.857,-72.28,0.9315625,0.190859375,0.740703125
146,#8558f4,2,#fba714,70,25,75,21.041,76.206,50,53.857,-72.28,0.83453125,0.190859375,0.643671875
147,#2e3086,5,#b62ef2,3,25,50,78.822,-70.972,25,27.583,-48.623,0.191796875,0.16125,0.030546875
148,#600b84,7,#b62ef2,3,25,50,78.822,-70.972,25,52.548,-47.315,0.191796875,0.133515625,0.05828125
149,#b62ef2,3,#4dc7e8,10,25,75,-23.657,-26.274,50,78.822,-70.972,0.478828125,0.191796875,0.28703125
150,#1c3d61,11,#b62ef2,3,25,50,78.822,-70.972,25,1.3084,-24.966,0.191796875,0.14546875,0.046328125
151,#b62ef2,3,#a0bae6,13,25,75,1.3084,-24.966,50,78.822,-70.972,0.343203125,0.191796875,0.15140625
152,#512d5f,14,#b62ef2,3,25,50,78.822,-70.972,25,26.274,-23.657,0.191796875,0.092734375,0.0990625
153,#b62ef2,3,#d5a9e4,16,25,75,26.274,-23.657,50,78.822,-70.972,0.27671875,0.191796875,0.084921875
154,#72005e,17,#b62ef2,3,25,50,78.822,-70.972,25,51.24,-22.349,0.191796875,0.1359375,0.055859375
155,#b62ef2,3,#39f6e0,20,38,88,-49.931,-2.6168,50,78.822,-70.972,0.3809375,0.191796875,0.189140625
156,#b62ef2,3,#7ec6ba,22,25,75,-24.966,-1.3084,50,78.822,-70.972,0.3478125,0.191796875,0.156015625
157,#b62ef2,3,#a2eade,23,38,88,-24.966,-1.3084,50,78.822,-70.972,0.392578125,0.191796875,0.20078125
158,#000000,24,#b62ef2,3,50,50,78.822,-70.972,0,0,0,0.191796875,0.008828125,0.18296875
159,#3b3b3b,25,#b62ef2,3,25,50,78.822,-70.972,25,0,0,0.191796875,0.00640625,0.185390625
160,#b62ef2,3,#b9b9b9,27,25,75,0,0,50,78.822,-70.972,0.28953125,0.191796875,0.097734375
161,#b62ef2,3,#ffffff,28,50,100,0,0,50,78.822,-70.972,0.51125,0.191796875,0.319453125
162,#b62ef2,3,#dddddd,29,38,88,0,0,50,78.822,-70.972,0.451015625,0.191796875,0.25921875
163,#5e2b3a,30,#b62ef2,3,25,50,78.822,-70.972,25,24.966,1.3084,0.191796875,0.097578125,0.09421875
164,#b62ef2,3,#e6a8b7,32,25,75,24.966,1.3084,50,78.822,-70.972,0.39140625,0.191796875,0.199609375
165,#b62ef2,3,#4bcf8e,35,25,75,-51.24,22.349,50,78.822,-70.972,0.28609375,0.191796875,0.094296875
166,#b62ef2,3,#73f5b0,36,38,88,-51.24,22.349,50,78.822,-70.972,0.33765625,0.191796875,0.145859375
167,#184415,37,#b62ef2,3,25,50,78.822,-70.972,25,-26.274,23.657,0.191796875,0.124921875,0.066875
168,#b62ef2,3,#96c58c,39,25,75,-26.274,23.657,50,78.822,-70.972,0.360625,0.191796875,0.168828125
169,#b62ef2,3,#baeaaf,40,38,88,-26.274,23.657,50,78.822,-70.972,0.40765625,0.191796875,0.215859375
170,#443b14,41,#b62ef2,3,25,50,78.822,-70.972,25,-1.3084,24.966,0.191796875,0.062109375,0.1296875
171,#b62ef2,3,#c7b88b,43,25,75,-1.3084,24.966,50,78.822,-70.972,0.541875,0.191796875,0.350078125
172,#b62ef2,3,#eddcad,44,38,88,-1.3084,24.966,50,78.822,-70.972,0.611328125,0.191796875,0.41953125
173,#632b14,45,#b62ef2,3,25,50,78.822,-70.972,25,23.657,26.274,0.191796875,0.171953125,0.01984375
174,#b62ef2,3,#f1a78a,47,25,75,23.657,26.274,50,78.822,-70.972,0.47171875,0.191796875,0.279921875
175,#b62ef2,3,#67cf5c,51,25,75,-52.548,47.315,50,78.822,-70.972,0.33890625,0.191796875,0.147109375
176,#b62ef2,3,#8cf47e,52,38,88,-52.548,47.315,50,78.822,-70.972,0.37140625,0.191796875,0.179609375
177,#b62ef2,3,#a3c55b,54,25,75,-27.583,48.623,50,78.822,-70.972,0.471796875,0.191796875,0.28
178,#b62ef2,3,#c8e97d,55,38,88,-27.583,48.623,50,78.822,-70.972,0.575390625,0.191796875,0.38359375
179,#b62ef2,3,#d0b85a,57,25,75,-2.6168,49.931,50,78.822,-70.972,0.7825,0.191796875,0.590703125
180,#b62ef2,3,#f7db7c,58,38,88,-2.6168,49.931,50,78.822,-70.972,0.775859375,0.191796875,0.5840625
181,#b62ef2,3,#f7a75a,60,25,75,22.349,51.24,50,78.822,-70.972,0.6590625,0.191796875,0.467265625
182,#b62ef2,3,#3efe44,63,38,88,-78.822,70.972,50,78.822,-70.972,0.361328125,0.191796875,0.16953125
183,#b62ef2,3,#73cf10,64,25,75,-53.857,72.28,50,78.822,-70.972,0.378125,0.191796875,0.186328125
184,#b62ef2,3,#9af443,65,38,88,-53.857,72.28,50,78.822,-70.972,0.473359375,0.191796875,0.2815625
185,#b62ef2,3,#aac510,66,25,75,-28.891,73.589,50,78.822,-70.972,0.606171875,0.191796875,0.414375
186,#b62ef2,3,#d0e942,67,38,88,-28.891,73.589,50,78.822,-70.972,0.839296875,0.191796875,0.6475
187,#b62ef2,3,#d5b811,68,25,75,-3.9252,74.897,50,78.822,-70.972,0.902734375,0.191796875,0.7109375
188,#b62ef2,3,#fcdb42,69,38,88,-3.9252,74.897,50,78.822,-70.972,0.9315625,0.191796875,0.739765625
189,#b62ef2,3,#fba714,70,25,75,21.041,76.206,50,78.822,-70.972,0.83453125,0.191796875,0.642734375
190,#2e3086,5,#077acc,4,25,50,2.6168,-49.931,25,27.583,-48.623,0.394296875,0.16125,0.233046875
191,#600b84,7,#077acc,4,25,50,2.6168,-49.931,25,52.548,-47.315,0.394296875,0.133515625,0.26078125
192,#077acc,4,#4dc7e8,10,25,75,-23.657,-26.274,50,2.6168,-49.931,0.478828125,0.394296875,0.08453125
193,#1c3d61,11,#077acc,4,25,50,2.6168,-49.931,25,1.3084,-24.966,0.394296875,0.14546875,0.248828125
194,#077acc,4,#a0bae6,13,25,75,1.3084,-24.966,50,2.6168,-49.931,0.343203125,0.394296875,-0.05109375
195,#512d5f,14,#077acc,4,25,50,2.6168,-49.931,25,26.274,-23.657,0.394296875,0.092734375,0.3015625
196,#077acc,4,#d5a9e4,16,25,75,26.274,-23.657,50,2.6168,-49.931,0.27671875,0.394296875,-0.117578125
197,#72005e,17,#077acc,4,25,50,2.6168,-49.931,25,51.24,-22.349,0.394296875,0.1359375,0.258359375
198,#077acc,4,#39f6e0,20,38,88,-49.931,-2.6168,50,2.6168,-49.931,0.3809375,0.394296875,-0.013359375
199,#077acc,4,#7ec6ba,22,25,75,-24.966,-1.3084,50,2.6168,-49.931,0.3478125,0.394296875,-0.046484375
200,#077acc,4,#a2eade,23,38,88,-24.966,-1.3084,50,2.6168,-49.931,0.392578125,0.394296875,-0.00171875
201,#000000,24,#077acc,4,50,50,2.6168,-49.931,0,0,0,0.394296875,0.008828125,0.38546875
202,#3b3b3b,25,#077acc,4,25,50,2.6168,-49.931,25,0,0,0.394296875,0.00640625,0.387890625
203,#077acc,4,#b9b9b9,27,25,75,0,0,50,2.6168,-49.931,0.28953125,0.394296875,-0.104765625
204,#077acc,4,#ffffff,28,50,100,0,0,50,2.6168,-49.931,0.51125,0.394296875,0.116953125
205,#077acc,4,#dddddd,29,38,88,0,0,50,2.6168,-49.931,0.451015625,0.394296875,0.05671875
206,#5e2b3a,30,#077acc,4,25,50,2.6168,-49.931,25,24.966,1.3084,0.394296875,0.097578125,0.29671875
207,#077acc,4,#e6a8b7,32,25,75,24.966,1.3084,50,2.6168,-49.931,0.39140625,0.394296875,-0.002890625
208,#077acc,4,#4bcf8e,35,25,75,-51.24,22.349,50,2.6168,-49.931,0.28609375,0.394296875,-0.108203125
209,#077acc,4,#73f5b0,36,38,88,-51.24,22.349,50,2.6168,-49.931,0.33765625,0.394296875,-0.056640625
210,#184415,37,#077acc,4,25,50,2.6168,-49.931,25,-26.274,23.657,0.394296875,0.124921875,0.269375
211,#077acc,4,#96c58c,39,25,75,-26.274,23.657,50,2.6168,-49.931,0.360625,0.394296875,-0.033671875
212,#077acc,4,#baeaaf,40,38,88,-26.274,23.657,50,2.6168,-49.931,0.40765625,0.394296875,0.013359375
213,#443b14,41,#077acc,4,25,50,2.6168,-49.931,25,-1.3084,24.966,0.394296875,0.062109375,0.3321875
214,#077acc,4,#c7b88b,43,25,75,-1.3084,24.966,50,2.6168,-49.931,0.541875,0.394296875,0.147578125
215,#077acc,4,#eddcad,44,38,88,-1.3084,24.966,50,2.6168,-49.931,0.611328125,0.394296875,0.21703125
216,#632b14,45,#077acc,4,25,50,2.6168,-49.931,25,23.657,26.274,0.394296875,0.171953125,0.22234375
217,#077acc,4,#f1a78a,47,25,75,23.657,26.274,50,2.6168,-49.931,0.47171875,0.394296875,0.077421875
218,#077acc,4,#67cf5c,51,25,75,-52.548,47.315,50,2.6168,-49.931,0.33890625,0.394296875,-0.055390625
219,#077acc,4,#8cf47e,52,38,88,-52.548,47.315,50,2.6168,-49.931,0.37140625,0.394296875,-0.022890625
220,#077acc,4,#a3c55b,54,25,75,-27.583,48.623,50,2.6168,-49.931,0.471796875,0.394296875,0.0775
221,#077acc,4,#c8e97d,55,38,88,-27.583,48.623,50,2.6168,-49.931,0.575390625,0.394296875,0.18109375
222,#077acc,4,#d0b85a,57,25,75,-2.6168,49.931,50,2.6168,-49.931,0.7825,0.394296875,0.388203125
223,#077acc,4,#f7db7c,58,38,88,-2.6168,49.931,50,2.6168,-49.931,0.775859375,0.394296875,0.3815625
224,#077acc,4,#f7a75a,60,25,75,22.349,51.24,50,2.6168,-49.931,0.6590625,0.394296875,0.264765625
225,#077acc,4,#3efe44,63,38,88,-78.822,70.972,50,2.6168,-49.931,0.361328125,0.394296875,-0.03296875
226,#077acc,4,#73cf10,64,25,75,-53.857,72.28,50,2.6168,-49.931,0.378125,0.394296875,-0.016171875
227,#077acc,4,#9af443,65,38,88,-53.857,72.28,50,2.6168,-49.931,0.473359375,0.394296875,0.0790625
228,#077acc,4,#aac510,66,25,75,-28.891,73.589,50,2.6168,-49.931,0.606171875,0.394296875,0.211875
