xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,lightL,lightA,lightB,darkL,darkA,darkB,diffLighting,lightAssoc,darkAssoc,diffRating
251,#2e3086,5,#dddddd,29,88,0,0,25,27.583,-48.623,63,0.877763158,0.521578947,0.356184211
252,#2e3086,5,#a06776,31,50,24.966,1.3084,25,27.583,-48.623,25,0.093815789,0.521578947,-0.427763158
253,#2e3086,5,#e6a8b7,32,75,24.966,1.3084,25,27.583,-48.623,50,0.175197368,0.521578947,-0.346381579
254,#2e3086,5,#c34f74,33,50,49.931,2.6168,25,27.583,-48.623,25,0.071578947,0.521578947,-0.45
255,#2e3086,5,#e31b73,34,50,74.897,3.9252,25,27.583,-48.623,25,0.033289474,0.521578947,-0.488289474
256,#2e3086,5,#4bcf8e,35,75,-51.24,22.349,25,27.583,-48.623,50,0.445789474,0.521578947,-0.075789474
257,#2e3086,5,#73f5b0,36,88,-51.24,22.349,25,27.583,-48.623,63,0.526315789,0.521578947,0.004736842
258,#2e3086,5,#55824d,38,50,-26.274,23.657,25,27.583,-48.623,25,0.170526316,0.521578947,-0.351052632
259,#2e3086,5,#96c58c,39,75,-26.274,23.657,25,27.583,-48.623,50,0.374934211,0.521578947,-0.146644737
260,#2e3086,5,#baeaaf,40,88,-26.274,23.657,25,27.583,-48.623,63,0.533815789,0.521578947,0.012236842
261,#2e3086,5,#83764c,42,50,-1.3084,24.966,25,27.583,-48.623,25,0.13375,0.521578947,-0.387828947
262,#2e3086,5,#c7b88b,43,75,-1.3084,24.966,25,27.583,-48.623,50,0.360921053,0.521578947,-0.160657895
263,#2e3086,5,#eddcad,44,88,-1.3084,24.966,25,27.583,-48.623,63,0.439671053,0.521578947,-0.081907895
264,#2e3086,5,#a8664b,46,50,23.657,26.274,25,27.583,-48.623,25,0.053223684,0.521578947,-0.468355263
265,#2e3086,5,#f1a78a,47,75,23.657,26.274,25,27.583,-48.623,50,0.124078947,0.521578947,-0.3975
266,#2e3086,5,#c94e4b,48,50,48.623,27.583,25,27.583,-48.623,25,0.044276316,0.521578947,-0.477302632
267,#2e3086,5,#e81a4b,49,50,73.589,28.891,25,27.583,-48.623,25,0.015921053,0.521578947,-0.505657895
268,#2e3086,5,#0e8a19,50,50,-52.548,47.315,25,27.583,-48.623,25,0.088815789,0.521578947,-0.432763158
269,#2e3086,5,#67cf5c,51,75,-52.548,47.315,25,27.583,-48.623,50,0.200789474,0.521578947,-0.320789474
270,#2e3086,5,#8cf47e,52,88,-52.548,47.315,25,27.583,-48.623,63,0.273421053,0.521578947,-0.248157895
271,#2e3086,5,#608218,53,50,-27.583,48.623,25,27.583,-48.623,25,0.079868421,0.521578947,-0.441710526
272,#2e3086,5,#a3c55b,54,75,-27.583,48.623,25,27.583,-48.623,50,0.169671053,0.521578947,-0.351907895
273,#2e3086,5,#c8e97d,55,88,-27.583,48.623,25,27.583,-48.623,63,0.254539474,0.521578947,-0.267039474
274,#2e3086,5,#897618,56,50,-2.6168,49.931,25,27.583,-48.623,25,0.046513158,0.521578947,-0.475065789
275,#2e3086,5,#d0b85a,57,75,-2.6168,49.931,25,27.583,-48.623,50,0.146973684,0.521578947,-0.374605263
276,#2e3086,5,#f7db7c,58,88,-2.6168,49.931,25,27.583,-48.623,63,0.201578947,0.521578947,-0.32
277,#2e3086,5,#ac6619,59,50,22.349,51.24,25,27.583,-48.623,25,0.066052632,0.521578947,-0.455526316
278,#2e3086,5,#f7a75a,60,75,22.349,51.24,25,27.583,-48.623,50,0.105526316,0.521578947,-0.416052632
279,#2e3086,5,#cc4f1b,61,50,47.315,52.548,25,27.583,-48.623,25,0.031184211,0.521578947,-0.490394737
280,#2e3086,5,#ea1d1d,62,50,72.28,53.857,25,27.583,-48.623,25,0.017039474,0.521578947,-0.504539474
281,#2e3086,5,#3efe44,63,88,-78.822,70.972,25,27.583,-48.623,63,0.109144737,0.521578947,-0.412434211
282,#2e3086,5,#73cf10,64,75,-53.857,72.28,25,27.583,-48.623,50,0.103815789,0.521578947,-0.417763158
283,#2e3086,5,#9af443,65,88,-53.857,72.28,25,27.583,-48.623,63,0.1425,0.521578947,-0.379078947
284,#2e3086,5,#aac510,66,75,-28.891,73.589,25,27.583,-48.623,50,0.094210526,0.521578947,-0.427368421
285,#2e3086,5,#d0e942,67,88,-28.891,73.589,25,27.583,-48.623,63,0.120657895,0.521578947,-0.400921053
286,#2e3086,5,#d5b811,68,75,-3.9252,74.897,25,27.583,-48.623,50,0.068157895,0.521578947,-0.453421053
287,#2e3086,5,#fcdb42,69,88,-3.9252,74.897,25,27.583,-48.623,63,0.078618421,0.521578947,-0.442960526
288,#2e3086,5,#fba714,70,75,21.041,76.206,25,27.583,-48.623,50,0.046710526,0.521578947,-0.474868421
289,#600b84,7,#746bca,6,50,27.583,-48.623,25,52.548,-47.315,25,0.524473684,0.071907895,0.452565789
290,#746bca,6,#4dc7e8,10,75,-23.657,-26.274,50,27.583,-48.623,25,0.775460526,0.524473684,0.250986842
291,#1c3d61,11,#746bca,6,50,27.583,-48.623,25,1.3084,-24.966,25,0.524473684,0.485131579,0.039342105
292,#746bca,6,#a0bae6,13,75,1.3084,-24.966,50,27.583,-48.623,25,0.879407895,0.524473684,0.354934211
293,#512d5f,14,#746bca,6,50,27.583,-48.623,25,26.274,-23.657,25,0.524473684,0.098684211,0.425789474
294,#746bca,6,#d5a9e4,16,75,26.274,-23.657,50,27.583,-48.623,25,0.292434211,0.524473684,-0.232039474
295,#72005e,17,#746bca,6,50,27.583,-48.623,25,51.24,-22.349,25,0.524473684,0.045,0.479473684
296,#746bca,6,#39f6e0,20,88,-49.931,-2.6168,50,27.583,-48.623,38,0.703947368,0.524473684,0.179473684
297,#746bca,6,#7ec6ba,22,75,-24.966,-1.3084,50,27.583,-48.623,25,0.748881579,0.524473684,0.224407895
298,#746bca,6,#a2eade,23,88,-24.966,-1.3084,50,27.583,-48.623,38,0.829473684,0.524473684,0.305
299,#000000,24,#746bca,6,50,27.583,-48.623,0,0,0,50,0.524473684,0.070789474,0.453684211
300,#3b3b3b,25,#746bca,6,50,27.583,-48.623,25,0,0,25,0.524473684,0.281315789,0.243157895
301,#746bca,6,#b9b9b9,27,75,0,0,50,27.583,-48.623,25,0.778881579,0.524473684,0.254407895
302,#746bca,6,#ffffff,28,100,0,0,50,27.583,-48.623,50,0.864671053,0.524473684,0.340197368
303,#746bca,6,#dddddd,29,88,0,0,50,27.583,-48.623,38,0.877763158,0.524473684,0.353289474
304,#5e2b3a,30,#746bca,6,50,27.583,-48.623,25,24.966,1.3084,25,0.524473684,0.040263158,0.484210526
305,#746bca,6,#e6a8b7,32,75,24.966,1.3084,50,27.583,-48.623,25,0.175197368,0.524473684,-0.349276316
306,#746bca,6,#4bcf8e,35,75,-51.24,22.349,50,27.583,-48.623,25,0.445789474,0.524473684,-0.078684211
307,#746bca,6,#73f5b0,36,88,-51.24,22.349,50,27.583,-48.623,38,0.526315789,0.524473684,0.001842105
308,#184415,37,#746bca,6,50,27.583,-48.623,25,-26.274,23.657,25,0.524473684,0.059144737,0.465328947
309,#746bca,6,#96c58c,39,75,-26.274,23.657,50,27.583,-48.623,25,0.374934211,0.524473684,-0.149539474
310,#746bca,6,#baeaaf,40,88,-26.274,23.657,50,27.583,-48.623,38,0.533815789,0.524473684,0.009342105
311,#443b14,41,#746bca,6,50,27.583,-48.623,25,-1.3084,24.966,25,0.524473684,0.055723684,0.46875
312,#746bca,6,#c7b88b,43,75,-1.3084,24.966,50,27.583,-48.623,25,0.360921053,0.524473684,-0.163552632
313,#746bca,6,#eddcad,44,88,-1.3084,24.966,50,27.583,-48.623,38,0.439671053,0.524473684,-0.084802632
314,#632b14,45,#746bca,6,50,27.583,-48.623,25,23.657,26.274,25,0.524473684,0.038223684,0.48625
315,#746bca,6,#f1a78a,47,75,23.657,26.274,50,27.583,-48.623,25,0.124078947,0.524473684,-0.400394737
316,#746bca,6,#67cf5c,51,75,-52.548,47.315,50,27.583,-48.623,25,0.200789474,0.524473684,-0.323684211
317,#746bca,6,#8cf47e,52,88,-52.548,47.315,50,27.583,-48.623,38,0.273421053,0.524473684,-0.251052632
318,#746bca,6,#a3c55b,54,75,-27.583,48.623,50,27.583,-48.623,25,0.169671053,0.524473684,-0.354802632
319,#746bca,6,#c8e97d,55,88,-27.583,48.623,50,27.583,-48.623,38,0.254539474,0.524473684,-0.269934211
320,#746bca,6,#d0b85a,57,75,-2.6168,49.931,50,27.583,-48.623,25,0.146973684,0.524473684,-0.3775
321,#746bca,6,#f7db7c,58,88,-2.6168,49.931,50,27.583,-48.623,38,0.201578947,0.524473684,-0.322894737
322,#746bca,6,#f7a75a,60,75,22.349,51.24,50,27.583,-48.623,25,0.105526316,0.524473684,-0.418947368
323,#746bca,6,#3efe44,63,88,-78.822,70.972,50,27.583,-48.623,38,0.109144737,0.524473684,-0.415328947
324,#746bca,6,#73cf10,64,75,-53.857,72.28,50,27.583,-48.623,25,0.103815789,0.524473684,-0.420657895
325,#746bca,6,#9af443,65,88,-53.857,72.28,50,27.583,-48.623,38,0.1425,0.524473684,-0.381973684
326,#746bca,6,#aac510,66,75,-28.891,73.589,50,27.583,-48.623,25,0.094210526,0.524473684,-0.430263158
327,#746bca,6,#d0e942,67,88,-28.891,73.589,50,27.583,-48.623,38,0.120657895,0.524473684,-0.403815789
328,#746bca,6,#d5b811,68,75,-3.9252,74.897,50,27.583,-48.623,25,0.068157895,0.524473684,-0.456315789
329,#746bca,6,#fcdb42,69,88,-3.9252,74.897,50,27.583,-48.623,38,0.078618421,0.524473684,-0.445855263
330,#746bca,6,#fba714,70,75,21.041,76.206,50,27.583,-48.623,25,0.046710526,0.524473684,-0.477763158
331,#600b84,7,#a553c8,8,50,52.548,-47.315,25,52.548,-47.315,25,0.148881579,0.071907895,0.076973684
332,#600b84,7,#cd26c7,9,50,77.514,-46.006,25,52.548,-47.315,25,0.065197368,0.071907895,-0.006710526
333,#600b84,7,#4dc7e8,10,75,-23.657,-26.274,25,52.548,-47.315,50,0.775460526,0.071907895,0.703552632
334,#600b84,7,#5e78a1,12,50,1.3084,-24.966,25,52.548,-47.315,25,0.76375,0.071907895,0.691842105
335,#600b84,7,#a0bae6,13,75,1.3084,-24.966,25,52.548,-47.315,50,0.879407895,0.071907895,0.8075
336,#600b84,7,#90689f,15,50,26.274,-23.657,25,52.548,-47.315,25,0.165460526,0.071907895,0.093552632
337,#600b84,7,#d5a9e4,16,75,26.274,-23.657,25,52.548,-47.315,50,0.292434211,0.071907895,0.220526316
338,#600b84,7,#b8509e,18,50,51.24,-22.349,25,52.548,-47.315,25,0.093421053,0.071907895,0.021513158
339,#600b84,7,#db1f9d,19,50,76.206,-21.041,25,52.548,-47.315,25,0.040723684,0.071907895,-0.031184211
340,#600b84,7,#39f6e0,20,88,-49.931,-2.6168,25,52.548,-47.315,63,0.703947368,0.071907895,0.632039474
341,#600b84,7,#3b8378,21,50,-24.966,-1.3084,25,52.548,-47.315,25,0.515328947,0.071907895,0.443421053
342,#600b84,7,#7ec6ba,22,75,-24.966,-1.3084,25,52.548,-47.315,50,0.748881579,0.071907895,0.676973684
343,#600b84,7,#a2eade,23,88,-24.966,-1.3084,25,52.548,-47.315,63,0.829473684,0.071907895,0.757565789
344,#000000,24,#600b84,7,25,52.548,-47.315,0,0,0,25,0.071907895,0.070789474,0.001118421
345,#600b84,7,#777777,26,50,0,0,25,52.548,-47.315,25,0.515723684,0.071907895,0.443815789
346,#600b84,7,#b9b9b9,27,75,0,0,25,52.548,-47.315,50,0.778881579,0.071907895,0.706973684
347,#600b84,7,#ffffff,28,100,0,0,25,52.548,-47.315,75,0.864671053,0.071907895,0.792763158
348,#600b84,7,#dddddd,29,88,0,0,25,52.548,-47.315,63,0.877763158,0.071907895,0.805855263
349,#600b84,7,#a06776,31,50,24.966,1.3084,25,52.548,-47.315,25,0.093815789,0.071907895,0.021907895
350,#600b84,7,#e6a8b7,32,75,24.966,1.3084,25,52.548,-47.315,50,0.175197368,0.071907895,0.103289474
351,#600b84,7,#c34f74,33,50,49.931,2.6168,25,52.548,-47.315,25,0.071578947,0.071907895,-0.000328947
352,#600b84,7,#e31b73,34,50,74.897,3.9252,25,52.548,-47.315,25,0.033289474,0.071907895,-0.038618421
353,#600b84,7,#4bcf8e,35,75,-51.24,22.349,25,52.548,-47.315,50,0.445789474,0.071907895,0.373881579
354,#600b84,7,#73f5b0,36,88,-51.24,22.349,25,52.548,-47.315,63,0.526315789,0.071907895,0.454407895
355,#600b84,7,#55824d,38,50,-26.274,23.657,25,52.548,-47.315,25,0.170526316,0.071907895,0.098618421
356,#600b84,7,#96c58c,39,75,-26.274,23.657,25,52.548,-47.315,50,0.374934211,0.071907895,0.303026316
357,#600b84,7,#baeaaf,40,88,-26.274,23.657,25,52.548,-47.315,63,0.533815789,0.071907895,0.461907895
358,#600b84,7,#83764c,42,50,-1.3084,24.966,25,52.548,-47.315,25,0.13375,0.071907895,0.061842105
359,#600b84,7,#c7b88b,43,75,-1.3084,24.966,25,52.548,-47.315,50,0.360921053,0.071907895,0.289013158
360,#600b84,7,#eddcad,44,88,-1.3084,24.966,25,52.548,-47.315,63,0.439671053,0.071907895,0.367763158
361,#600b84,7,#a8664b,46,50,23.657,26.274,25,52.548,-47.315,25,0.053223684,0.071907895,-0.018684211
362,#600b84,7,#f1a78a,47,75,23.657,26.274,25,52.548,-47.315,50,0.124078947,0.071907895,0.052171053
363,#600b84,7,#c94e4b,48,50,48.623,27.583,25,52.548,-47.315,25,0.044276316,0.071907895,-0.027631579
364,#600b84,7,#e81a4b,49,50,73.589,28.891,25,52.548,-47.315,25,0.015921053,0.071907895,-0.055986842
365,#600b84,7,#0e8a19,50,50,-52.548,47.315,25,52.548,-47.315,25,0.088815789,0.071907895,0.016907895
366,#600b84,7,#67cf5c,51,75,-52.548,47.315,25,52.548,-47.315,50,0.200789474,0.071907895,0.128881579
367,#600b84,7,#8cf47e,52,88,-52.548,47.315,25,52.548,-47.315,63,0.273421053,0.071907895,0.201513158
368,#600b84,7,#608218,53,50,-27.583,48.623,25,52.548,-47.315,25,0.079868421,0.071907895,0.007960526
369,#600b84,7,#a3c55b,54,75,-27.583,48.623,25,52.548,-47.315,50,0.169671053,0.071907895,0.097763158
370,#600b84,7,#c8e97d,55,88,-27.583,48.623,25,52.548,-47.315,63,0.254539474,0.071907895,0.182631579
371,#600b84,7,#897618,56,50,-2.6168,49.931,25,52.548,-47.315,25,0.046513158,0.071907895,-0.025394737
372,#600b84,7,#d0b85a,57,75,-2.6168,49.931,25,52.548,-47.315,50,0.146973684,0.071907895,0.075065789
373,#600b84,7,#f7db7c,58,88,-2.6168,49.931,25,52.548,-47.315,63,0.201578947,0.071907895,0.129671053
374,#600b84,7,#ac6619,59,50,22.349,51.24,25,52.548,-47.315,25,0.066052632,0.071907895,-0.005855263
375,#600b84,7,#f7a75a,60,75,22.349,51.24,25,52.548,-47.315,50,0.105526316,0.071907895,0.033618421
376,#600b84,7,#cc4f1b,61,50,47.315,52.548,25,52.548,-47.315,25,0.031184211,0.071907895,-0.040723684
377,#600b84,7,#ea1d1d,62,50,72.28,53.857,25,52.548,-47.315,25,0.017039474,0.071907895,-0.054868421
378,#600b84,7,#3efe44,63,88,-78.822,70.972,25,52.548,-47.315,63,0.109144737,0.071907895,0.037236842
379,#600b84,7,#73cf10,64,75,-53.857,72.28,25,52.548,-47.315,50,0.103815789,0.071907895,0.031907895
380,#600b84,7,#9af443,65,88,-53.857,72.28,25,52.548,-47.315,63,0.1425,0.071907895,0.070592105
381,#600b84,7,#aac510,66,75,-28.891,73.589,25,52.548,-47.315,50,0.094210526,0.071907895,0.022302632
382,#600b84,7,#d0e942,67,88,-28.891,73.589,25,52.548,-47.315,63,0.120657895,0.071907895,0.04875
383,#600b84,7,#d5b811,68,75,-3.9252,74.897,25,52.548,-47.315,50,0.068157895,0.071907895,-0.00375
384,#600b84,7,#fcdb42,69,88,-3.9252,74.897,25,52.548,-47.315,63,0.078618421,0.071907895,0.006710526
385,#600b84,7,#fba714,70,75,21.041,76.206,25,52.548,-47.315,50,0.046710526,0.071907895,-0.025197368
386,#a553c8,8,#4dc7e8,10,75,-23.657,-26.274,50,52.548,-47.315,25,0.775460526,0.148881579,0.626578947
387,#1c3d61,11,#a553c8,8,50,52.548,-47.315,25,1.3084,-24.966,25,0.148881579,0.485131579,-0.33625
388,#a553c8,8,#a0bae6,13,75,1.3084,-24.966,50,52.548,-47.315,25,0.879407895,0.148881579,0.730526316
389,#512d5f,14,#a553c8,8,50,52.548,-47.315,25,26.274,-23.657,25,0.148881579,0.098684211,0.050197368
390,#a553c8,8,#d5a9e4,16,75,26.274,-23.657,50,52.548,-47.315,25,0.292434211,0.148881579,0.143552632
391,#72005e,17,#a553c8,8,50,52.548,-47.315,25,51.24,-22.349,25,0.148881579,0.045,0.103881579
392,#a553c8,8,#39f6e0,20,88,-49.931,-2.6168,50,52.548,-47.315,38,0.703947368,0.148881579,0.555065789
393,#a553c8,8,#7ec6ba,22,75,-24.966,-1.3084,50,52.548,-47.315,25,0.748881579,0.148881579,0.6
394,#a553c8,8,#a2eade,23,88,-24.966,-1.3084,50,52.548,-47.315,38,0.829473684,0.148881579,0.680592105
395,#000000,24,#a553c8,8,50,52.548,-47.315,0,0,0,50,0.148881579,0.070789474,0.078092105
396,#3b3b3b,25,#a553c8,8,50,52.548,-47.315,25,0,0,25,0.148881579,0.281315789,-0.132434211
397,#a553c8,8,#b9b9b9,27,75,0,0,50,52.548,-47.315,25,0.778881579,0.148881579,0.63
398,#a553c8,8,#ffffff,28,100,0,0,50,52.548,-47.315,50,0.864671053,0.148881579,0.715789474
399,#a553c8,8,#dddddd,29,88,0,0,50,52.548,-47.315,38,0.877763158,0.148881579,0.728881579
400,#5e2b3a,30,#a553c8,8,50,52.548,-47.315,25,24.966,1.3084,25,0.148881579,0.040263158,0.108618421
401,#a553c8,8,#e6a8b7,32,75,24.966,1.3084,50,52.548,-47.315,25,0.175197368,0.148881579,0.026315789
402,#a553c8,8,#4bcf8e,35,75,-51.24,22.349,50,52.548,-47.315,25,0.445789474,0.148881579,0.296907895
403,#a553c8,8,#73f5b0,36,88,-51.24,22.349,50,52.548,-47.315,38,0.526315789,0.148881579,0.377434211
404,#184415,37,#a553c8,8,50,52.548,-47.315,25,-26.274,23.657,25,0.148881579,0.059144737,0.089736842
405,#a553c8,8,#96c58c,39,75,-26.274,23.657,50,52.548,-47.315,25,0.374934211,0.148881579,0.226052632
406,#a553c8,8,#baeaaf,40,88,-26.274,23.657,50,52.548,-47.315,38,0.533815789,0.148881579,0.384934211
407,#443b14,41,#a553c8,8,50,52.548,-47.315,25,-1.3084,24.966,25,0.148881579,0.055723684,0.093157895
408,#a553c8,8,#c7b88b,43,75,-1.3084,24.966,50,52.548,-47.315,25,0.360921053,0.148881579,0.212039474
409,#a553c8,8,#eddcad,44,88,-1.3084,24.966,50,52.548,-47.315,38,0.439671053,0.148881579,0.290789474
410,#632b14,45,#a553c8,8,50,52.548,-47.315,25,23.657,26.274,25,0.148881579,0.038223684,0.110657895
411,#a553c8,8,#f1a78a,47,75,23.657,26.274,50,52.548,-47.315,25,0.124078947,0.148881579,-0.024802632
412,#a553c8,8,#67cf5c,51,75,-52.548,47.315,50,52.548,-47.315,25,0.200789474,0.148881579,0.051907895
413,#a553c8,8,#8cf47e,52,88,-52.548,47.315,50,52.548,-47.315,38,0.273421053,0.148881579,0.124539474
414,#a553c8,8,#a3c55b,54,75,-27.583,48.623,50,52.548,-47.315,25,0.169671053,0.148881579,0.020789474
415,#a553c8,8,#c8e97d,55,88,-27.583,48.623,50,52.548,-47.315,38,0.254539474,0.148881579,0.105657895
416,#a553c8,8,#d0b85a,57,75,-2.6168,49.931,50,52.548,-47.315,25,0.146973684,0.148881579,-0.001907895
417,#a553c8,8,#f7db7c,58,88,-2.6168,49.931,50,52.548,-47.315,38,0.201578947,0.148881579,0.052697368
418,#a553c8,8,#f7a75a,60,75,22.349,51.24,50,52.548,-47.315,25,0.105526316,0.148881579,-0.043355263
419,#a553c8,8,#3efe44,63,88,-78.822,70.972,50,52.548,-47.315,38,0.109144737,0.148881579,-0.039736842
420,#a553c8,8,#73cf10,64,75,-53.857,72.28,50,52.548,-47.315,25,0.103815789,0.148881579,-0.045065789
421,#a553c8,8,#9af443,65,88,-53.857,72.28,50,52.548,-47.315,38,0.1425,0.148881579,-0.006381579
422,#a553c8,8,#aac510,66,75,-28.891,73.589,50,52.548,-47.315,25,0.094210526,0.148881579,-0.054671053
423,#a553c8,8,#d0e942,67,88,-28.891,73.589,50,52.548,-47.315,38,0.120657895,0.148881579,-0.028223684
424,#a553c8,8,#d5b811,68,75,-3.9252,74.897,50,52.548,-47.315,25,0.068157895,0.148881579,-0.080723684
425,#a553c8,8,#fcdb42,69,88,-3.9252,74.897,50,52.548,-47.315,38,0.078618421,0.148881579,-0.070263158
426,#a553c8,8,#fba714,70,75,21.041,76.206,50,52.548,-47.315,25,0.046710526,0.148881579,-0.102171053
427,#cd26c7,9,#4dc7e8,10,75,-23.657,-26.274,50,77.514,-46.006,25,0.775460526,0.065197368,0.710263158
428,#1c3d61,11,#cd26c7,9,50,77.514,-46.006,25,1.3084,-24.966,25,0.065197368,0.485131579,-0.419934211
429,#cd26c7,9,#a0bae6,13,75,1.3084,-24.966,50,77.514,-46.006,25,0.879407895,0.065197368,0.814210526
430,#512d5f,14,#cd26c7,9,50,77.514,-46.006,25,26.274,-23.657,25,0.065197368,0.098684211,-0.033486842
431,#cd26c7,9,#d5a9e4,16,75,26.274,-23.657,50,77.514,-46.006,25,0.292434211,0.065197368,0.227236842
432,#72005e,17,#cd26c7,9,50,77.514,-46.006,25,51.24,-22.349,25,0.065197368,0.045,0.020197368
433,#cd26c7,9,#39f6e0,20,88,-49.931,-2.6168,50,77.514,-46.006,38,0.703947368,0.065197368,0.63875
434,#cd26c7,9,#7ec6ba,22,75,-24.966,-1.3084,50,77.514,-46.006,25,0.748881579,0.065197368,0.683684211
435,#cd26c7,9,#a2eade,23,88,-24.966,-1.3084,50,77.514,-46.006,38,0.829473684,0.065197368,0.764276316
436,#000000,24,#cd26c7,9,50,77.514,-46.006,0,0,0,50,0.065197368,0.070789474,-0.005592105
437,#3b3b3b,25,#cd26c7,9,50,77.514,-46.006,25,0,0,25,0.065197368,0.281315789,-0.216118421
438,#cd26c7,9,#b9b9b9,27,75,0,0,50,77.514,-46.006,25,0.778881579,0.065197368,0.713684211
439,#cd26c7,9,#ffffff,28,100,0,0,50,77.514,-46.006,50,0.864671053,0.065197368,0.799473684
440,#cd26c7,9,#dddddd,29,88,0,0,50,77.514,-46.006,38,0.877763158,0.065197368,0.812565789
441,#5e2b3a,30,#cd26c7,9,50,77.514,-46.006,25,24.966,1.3084,25,0.065197368,0.040263158,0.024934211
442,#cd26c7,9,#e6a8b7,32,75,24.966,1.3084,50,77.514,-46.006,25,0.175197368,0.065197368,0.11
443,#cd26c7,9,#4bcf8e,35,75,-51.24,22.349,50,77.514,-46.006,25,0.445789474,0.065197368,0.380592105
444,#cd26c7,9,#73f5b0,36,88,-51.24,22.349,50,77.514,-46.006,38,0.526315789,0.065197368,0.461118421
445,#184415,37,#cd26c7,9,50,77.514,-46.006,25,-26.274,23.657,25,0.065197368,0.059144737,0.006052632
446,#cd26c7,9,#96c58c,39,75,-26.274,23.657,50,77.514,-46.006,25,0.374934211,0.065197368,0.309736842
447,#cd26c7,9,#baeaaf,40,88,-26.274,23.657,50,77.514,-46.006,38,0.533815789,0.065197368,0.468618421
448,#443b14,41,#cd26c7,9,50,77.514,-46.006,25,-1.3084,24.966,25,0.065197368,0.055723684,0.009473684
449,#cd26c7,9,#c7b88b,43,75,-1.3084,24.966,50,77.514,-46.006,25,0.360921053,0.065197368,0.295723684
450,#cd26c7,9,#eddcad,44,88,-1.3084,24.966,50,77.514,-46.006,38,0.439671053,0.065197368,0.374473684
451,#632b14,45,#cd26c7,9,50,77.514,-46.006,25,23.657,26.274,25,0.065197368,0.038223684,0.026973684
452,#cd26c7,9,#f1a78a,47,75,23.657,26.274,50,77.514,-46.006,25,0.124078947,0.065197368,0.058881579
453,#cd26c7,9,#67cf5c,51,75,-52.548,47.315,50,77.514,-46.006,25,0.200789474,0.065197368,0.135592105
454,#cd26c7,9,#8cf47e,52,88,-52.548,47.315,50,77.514,-46.006,38,0.273421053,0.065197368,0.208223684
455,#cd26c7,9,#a3c55b,54,75,-27.583,48.623,50,77.514,-46.006,25,0.169671053,0.065197368,0.104473684
456,#cd26c7,9,#c8e97d,55,88,-27.583,48.623,50,77.514,-46.006,38,0.254539474,0.065197368,0.189342105
457,#cd26c7,9,#d0b85a,57,75,-2.6168,49.931,50,77.514,-46.006,25,0.146973684,0.065197368,0.081776316
458,#cd26c7,9,#f7db7c,58,88,-2.6168,49.931,50,77.514,-46.006,38,0.201578947,0.065197368,0.136381579
